text_to_classify,predicted_code,predicted_label,prediction_probability
status post knee anterior cruciate ligament acl tear acl repair surgery osteoarthritis,8997,Musculoskeletal - Knee,0.97
pes planus plantar fasciitis,8994,Musculoskeletal - Foot,1.0
achilles tendinitis degenerative arthritis,8991,Musculoskeletal - Ankle,0.54
neuropathy upper lower extremities fingers hands arms legs feet chest back,9006,Neurological - Cranial/Peripheral Nerves,0.65
hip iliopsoas tendonitis extension limited range motion extension,8996,Musculoskeletal - Hip,0.89
hip ilioipsoas tendonitis painful motion claimed,8996,Musculoskeletal - Hip,0.9
hip iliopsoas tendonitis limitation,8996,Musculoskeletal - Hip,0.99
hip iliopsoas tendonitis limitation abduction rotation,8996,Musculoskeletal - Hip,0.98
hip iliopsoas tendonitis limitation abduction rotation claimed,8996,Musculoskeletal - Hip,0.98
posttraumatic stress disorder alcohol disorder other specified depressive disorder previously rated other specified anxiety insomnia disorders,8989,Mental Disorders,0.89
hip iliopsoas tendonitis painful motion claimed,8996,Musculoskeletal - Hip,0.94
sleep apnea osa,9012,Respiratory,1.0
residual surgical scars,8968,Digestive,0.13
female sexual arousal disorder fsad nd ptsd,8978,Gynecological,0.66
pruritus itching urticaria hives,9016,Skin,0.97
cognitive impairment memory loss nd ptsd,8989,Mental Disorders,0.91
gynecological infections yeast stis nd ptsd,8989,Mental Disorders,0.34
hysterectomy removal uterus nd ptsd,8978,Gynecological,0.81
hearing loss ear,3140,Hearing Loss,1.0
hemangioma,8989,Mental Disorders,0.1
organ damage,8975,Genitourinary,0.14
mental health include depression anxiety insomnia,8989,Mental Disorders,0.96
respiratory issues,9012,Respiratory,1.0
depression insomnia,8989,Mental Disorders,0.99
ankle condtion,8991,Musculoskeletal - Ankle,0.64
burn pit exposure,9012,Respiratory,0.65
thoracolumbar back strain,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.97
ptsd depressive disorder,8989,Mental Disorders,0.71
restless leg syndrome,8988,Leg Condition - Neurological other System,0.47
obstructive sleep apnea,9012,Respiratory,0.99
knee patellar tendinitis shin splints,8997,Musculoskeletal - Knee,1.0
lower back strain claimed lower back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.97
tension headaches,9007,Neurological other System,0.49
ankle sprain claimed ankle twisted popping,8991,Musculoskeletal - Ankle,0.99
metatarsalgia claimed foot,8994,Musculoskeletal - Foot,0.97
knee patellofemoral syndrome shin splints claimed knee popping,8997,Musculoskeletal - Knee,1.0
anxiety insomnia,8989,Mental Disorders,0.99
gulf war veteran unexplained multi symptom illness related ptsd combat,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.31
posttraumatic stress disorder ptsd,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.66
thoracolumbar spine degenerative disc disease,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.95
temporomandibular joint dysfunction,249481,Dental and Oral - Musculoskeletal,0.73
temporomandibular joint dysfunction,249481,Dental and Oral - Musculoskeletal,0.73
bruxism,8967,Dental and Oral,0.55
gastroesophageal reflux disorder,8968,Digestive,0.96
dry eyes,8974,Eye (Vision),0.4
pseudo folliculitis barbae,9016,Skin,0.94
hearing loss ear,3140,Hearing Loss,1.0
tooth grinding tongue biting sleep associated military nightmares,8967,Dental and Oral,0.74
panic attacks that induce shortness breath,9012,Respiratory,0.87
night terrors dreams associated war,8989,Mental Disorders,0.44
anxiety agoraphobio,8989,Mental Disorders,0.99
ear issues infections punctured eardrums,8969,Ear Disease and Other Sense Organs,0.55
sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.78
anxiety depression,8989,Mental Disorders,0.99
pes planus blisters,8994,Musculoskeletal - Foot,0.73
bruxism,8967,Dental and Oral,0.55
animia,8989,Mental Disorders,0.1
conjestive heart failure,8979,Heart/Veins/Arteries,0.97
adjustment disorder mixed anxiety depressed mood,8989,Mental Disorders,0.99
tooth wear tear,8967,Dental and Oral,0.78
obstructive sleep apnea,9012,Respiratory,0.99
acid reflux gerd,8968,Digestive,0.99
fatigue,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.52
leg injury locks ups,8988,Leg Condition - Neurological other System,0.25
cervical spine stiff,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.63
shoulders diminish overhead lifting,8989,Mental Disorders,0.1
male issues ed,8975,Genitourinary,0.71
knee stiff,8997,Musculoskeletal - Knee,0.73
fast heart rate,8979,Heart/Veins/Arteries,0.92
smell issues,8969,Ear Disease and Other Sense Organs,0.51
dental grind teeth,8967,Dental and Oral,0.91
hairloss,8989,Mental Disorders,0.1
hands wrist fingers shake,9004,Musculoskeletal - Wrist,0.99
stomach residual ibs,8968,Digestive,0.99
back stiff numb tingling goes down both legs,9006,Neurological - Cranial/Peripheral Nerves,0.29
breathing issues sob,9012,Respiratory,0.99
memory loss residual head trauma saw stars,9020,Traumatic Brain Injury,0.41
headaches residual head trauma,9020,Traumatic Brain Injury,0.46
sleep issues,8989,Mental Disorders,0.6
bite on face,9016,Skin,0.28
loss grip hands,8989,Mental Disorders,0.12
painful scar face,9014,"Scars (Head, Face, Or Neck)",0.61
scars over body from mrsa,8989,Mental Disorders,0.28
intracranial hypertension,8979,Heart/Veins/Arteries,0.98
foot fungus,9016,Skin,0.69
plantar fasciitis shin splints,8994,Musculoskeletal - Foot,0.92
vertigo,8969,Ear Disease and Other Sense Organs,0.83
urinary frequency nocturia,8975,Genitourinary,0.97
ibs pact act burn pit exposure,9012,Respiratory,0.5
elbow ulnar nerve impingement,8993,Musculoskeletal - Elbow,0.61
hip knee arthritic,8996,Musculoskeletal - Hip,0.38
cervical lumbar back disabilities,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.64
foot deformity,8994,Musculoskeletal - Foot,0.81
head aches,9020,Traumatic Brain Injury,0.46
head injury,9020,Traumatic Brain Injury,0.77
alcoholism,8989,Mental Disorders,0.83
broken jaw,8967,Dental and Oral,0.49
urination,8975,Genitourinary,0.76
posttraumatic stress disorder ptsd alcohol disorder,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.5
osteoarthritis radiocarpal joint,8992,Musculoskeletal - Arthritis,0.42
hands go numb,9006,Neurological - Cranial/Peripheral Nerves,0.1
tip toes tingling burning feeling,9006,Neurological - Cranial/Peripheral Nerves,0.43
sciatica leg,8988,Leg Condition - Neurological other System,0.49
lower extremity deep thrombophlebitis,8979,Heart/Veins/Arteries,0.18
sciatica leg,8988,Leg Condition - Neurological other System,0.49
bronchitis pulmonary embolus,9012,Respiratory,1.0
lower extremity deep thrombophlebitis,8979,Heart/Veins/Arteries,0.18
status post excision pigmented nevus scar,9013,Scars (Extremities and Trunk),0.41
diabetes mellitus type ii,8973,Endocrine,0.97
low back injury tinnitus constantly discharged,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.71
gerd gastroesophageal reflux disease gulf war presumptive,8968,Digestive,0.97
umbilical hernia abdominal hernia,8968,Digestive,0.94
skin hypesthesia dermatophytosis tinea pedis dermatitis eczema keratosis pilaris,9016,Skin,1.0
anxiety depression ptsd,8989,Mental Disorders,0.92
bronchitis pact act,9012,Respiratory,0.97
rhinitis allergic non allergic pact act,9012,Respiratory,0.97
sinusitis pact act,9012,Respiratory,0.95
respiratory infection pact act,9012,Respiratory,0.98
urinary incontinence frequency,8975,Genitourinary,0.94
irritable bowel syndrome ibs gulf war presumptive,8968,Digestive,0.96
migraines headaches gulf war presumptive,8968,Digestive,0.19
foot joint plantar fasciitis pes planus plantar fascial fibromatosis,8994,Musculoskeletal - Foot,1.0
ankle joint tear injury achilles tendonitis sprain,8991,Musculoskeletal - Ankle,0.99
hip pian sprain,8996,Musculoskeletal - Hip,0.99
cervical strain rad,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.97
lumbar strain rad,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.95
elbow joint lateral epicondylitis,8993,Musculoskeletal - Elbow,1.0
eye drusen blepharitis presbyopia,8974,Eye (Vision),0.99
scars torso,8989,Mental Disorders,0.1
scars extremity head,9006,Neurological - Cranial/Peripheral Nerves,0.34
insomnia,8989,Mental Disorders,0.95
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
knee status post knee replacement osteoarthritis,8997,Musculoskeletal - Knee,0.99
scars status post knee replacement,8997,Musculoskeletal - Knee,0.91
peripheral vestibular disorder,8969,Ear Disease and Other Sense Organs,0.62
depressive disorder post traumatic stress disorder ptsd,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.51
degenerative disk disease,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.58
peripheral vestibular vertigo,8969,Ear Disease and Other Sense Organs,0.93
sciatica bilatera,9006,Neurological - Cranial/Peripheral Nerves,0.69
plantar fasciitis feet,8994,Musculoskeletal - Foot,0.99
gout feet,8992,Musculoskeletal - Arthritis,0.54
tumor thigh,9001,Musculoskeletal - Other,0.11
celiac disease,8968,Digestive,0.73
hip bursitis limitation rotation thigh,8996,Musculoskeletal - Hip,0.99
hip bursitis limitation flexion thigh,8996,Musculoskeletal - Hip,1.0
hip bursitis limitation flexion thigh,8996,Musculoskeletal - Hip,1.0
hip bursitis limitation rotation thigh,8996,Musculoskeletal - Hip,0.99
residuals stress changes mid foot,8994,Musculoskeletal - Foot,0.41
big toenail complications,9016,Skin,0.42
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
idiopathic hypersomnia,8989,Mental Disorders,0.41
specific phobia situational agoraphobia,8989,Mental Disorders,0.96
insomnia disorder,8989,Mental Disorders,0.98
knee claimed knee,8997,Musculoskeletal - Knee,0.99
shoulder claimed shoulder,9002,Musculoskeletal - Shoulder,1.0
knee strain claimed knee,8997,Musculoskeletal - Knee,0.99
lower back degenerative arthritis micro discectomy residuals claimed lower back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.98
lower extremity sciatic nerve radiculopathy claimed lower nerve,9006,Neurological - Cranial/Peripheral Nerves,0.83
lower extremity sciatic nerve radiculopathy claimed lower nerve,9006,Neurological - Cranial/Peripheral Nerves,0.83
cervical strain claimed neck upper back,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.99
face actinic keratosis claimed skin face,9016,Skin,0.96
shoulder labral tear including slap claimed shoulder,9002,Musculoskeletal - Shoulder,1.0
knee strain osteoarthritis shin splints,8997,Musculoskeletal - Knee,1.0
post traumatic stress syndrome ptsd anxiety depression,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.51
asbestos exposure,9012,Respiratory,0.78
degenerative arthritis lumbar,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.57
sciatic,9006,Neurological - Cranial/Peripheral Nerves,0.49
degenerative arthritis osteoarthritis back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.48
scar section,9013,Scars (Extremities and Trunk),0.7
arthritis lumbar spine previously rated under low back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.94
history urethral stricture,8975,Genitourinary,0.59
migraine including migraine variants headaches,9007,Neurological other System,0.75
posttraumatic stress disorder ptsd,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.66
distal biceps tendon rupture,9005,Musculoskeletal and Muscle Injuries,0.13
sleep disturbances,8989,Mental Disorders,0.6
stress,8989,Mental Disorders,0.83
exercise induced asthma,9012,Respiratory,0.96
nervousness,8989,Mental Disorders,0.79
fatigue,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.52
knee patellofemoral syndrome,8997,Musculoskeletal - Knee,1.0
unspecified anxiety disorder,8989,Mental Disorders,0.99
collar bone deformity,9002,Musculoskeletal - Shoulder,0.16
pinched nerve l s,9006,Neurological - Cranial/Peripheral Nerves,0.57
arthritis,8992,Musculoskeletal - Arthritis,0.95
radiculopathy lower extremity external cutaneous nerve thigh,9006,Neurological - Cranial/Peripheral Nerves,0.67
radiculopathy lower extremity external cutaneous nerve thigh,9006,Neurological - Cranial/Peripheral Nerves,0.67
radiculopathy lower extremity obturator nerve,9006,Neurological - Cranial/Peripheral Nerves,0.61
radiculopathy lower extremity obturator nerve,9006,Neurological - Cranial/Peripheral Nerves,0.61
radiculopathy lower extremity ilio inguinal nerve,9006,Neurological - Cranial/Peripheral Nerves,0.67
radiculopathy lower extremity ilio inguinal nerve,9006,Neurological - Cranial/Peripheral Nerves,0.67
radiculopathy lower extremity femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
radiculopathy lower extremity femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
radiculopathy lower extremity sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.83
radiculopathy lower extremity sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.83
middle back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.93
numbness lower palm,9006,Neurological - Cranial/Peripheral Nerves,0.4
numbness pinky finger,8995,Musculoskeletal - Hand,0.72
upper middle back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.45
ulnar neuropathy,9006,Neurological - Cranial/Peripheral Nerves,0.52
lumbar muscle spasm,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.6
lumbar disc degeneration,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.88
lumbago,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.7
sciatica,9006,Neurological - Cranial/Peripheral Nerves,0.69
tinea inguim,9016,Skin,0.85
ingrown toenails,9016,Skin,0.58
foot instability,8994,Musculoskeletal - Foot,0.89
lower extremity radiculopathy sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.83
generalized mental health,8989,Mental Disorders,0.94
lower back causing severe back numbness legs range motion restricted,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.92
neck severe numbness restricted range motion,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.41
severe weakness arms both arms from shoulders down wrists,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.23
bursitis shoulder degenerative joint disease,9002,Musculoskeletal - Shoulder,0.78
degenerative changes lumbar spine,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.95
sleep disorder trouble falling sleep staying sleep,8989,Mental Disorders,0.9
degenerative disc disease lumbar spine,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.97
scleroderma localized residual abdomen scar,9013,Scars (Extremities and Trunk),0.92
insomnia,8989,Mental Disorders,0.95
celiac disease,8968,Digestive,0.73
residual rd metacarpal fracture,8995,Musculoskeletal - Hand,0.55
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
anxiety insomnia disorder,8989,Mental Disorders,0.99
back spasms,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
scoliosis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.75
forearm,8993,Musculoskeletal - Elbow,0.29
gluteal,8989,Mental Disorders,0.1
shakiness,8989,Mental Disorders,0.1
trapezius,9002,Musculoskeletal - Shoulder,0.21
muscle atrophy,9005,Musculoskeletal and Muscle Injuries,0.54
foot tingling numbness,9006,Neurological - Cranial/Peripheral Nerves,0.61
thoracic lumbar,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.91
lumbar spine,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.95
latissimus dorsi,8989,Mental Disorders,0.1
inability walk,8989,Mental Disorders,0.29
foggy memory,8989,Mental Disorders,0.73
difficultly concentrating,8989,Mental Disorders,0.69
body dysmorphia,8989,Mental Disorders,0.28
insomnia,8989,Mental Disorders,0.95
vertigo,8969,Ear Disease and Other Sense Organs,0.83
cough,9012,Respiratory,0.96
lower extremity numbness,9006,Neurological - Cranial/Peripheral Nerves,0.59
lower extremity tingling,9006,Neurological - Cranial/Peripheral Nerves,0.55
fatigue,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.52
covid,9012,Respiratory,0.41
shoulder strain claimed shoulder,9002,Musculoskeletal - Shoulder,1.0
knee strain claimed knee,8997,Musculoskeletal - Knee,0.99
herniated disc lumbar spine,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.98
diaphragmatic hernia,8968,Digestive,0.82
low functioning thryoid,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.22
bruxism,8967,Dental and Oral,0.55
cervical spine,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.96
unspecified depressive disorder,8989,Mental Disorders,0.98
rotator cuff strain,9002,Musculoskeletal - Shoulder,0.93
heel foot,8994,Musculoskeletal - Foot,0.99
hip strain joint instability,8996,Musculoskeletal - Hip,0.91
shoulder strain joint instability,9002,Musculoskeletal - Shoulder,0.97
cervical strain limited range motion,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.59
dizziness,8969,Ear Disease and Other Sense Organs,0.63
posttraumatic stress disorder include depressive disorder anxious distress,8989,Mental Disorders,0.67
diabetes mellitus type,8973,Endocrine,0.98
bruxism,8967,Dental and Oral,0.55
scar formation back x groin lower leg calf,9013,Scars (Extremities and Trunk),0.65
herpes zoster,9016,Skin,0.5
basal cell carcinoma skin extremities trunk removal residual scarring,1250,Cancer - Skin,0.58
memory loss,8989,Mental Disorders,0.75
non specific respiratory cough shortness breath wheezing,9012,Respiratory,1.0
gerd gastroesophageal reflux disease acid reflux,8968,Digestive,1.0
urinary frequency incontinence nocturia,8975,Genitourinary,0.98
bowel diarrhea constipation ibs,8968,Digestive,1.0
hemorrhoids internal external,8968,Digestive,0.32
hip flexor,8996,Musculoskeletal - Hip,0.82
shin stress fractures,8997,Musculoskeletal - Knee,0.57
toe fractures,8994,Musculoskeletal - Foot,0.83
plantar fasciitis heel,8994,Musculoskeletal - Foot,1.0
knee knee surgery residual scarring medial compartment osteoarthritis,8997,Musculoskeletal - Knee,0.92
low mid back radiates legs,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.91
hand finger fractures numbness,8995,Musculoskeletal - Hand,0.92
wrist carpal tunnel,9004,Musculoskeletal - Wrist,0.97
tricep,8989,Mental Disorders,0.09
bicep,9005,Musculoskeletal and Muscle Injuries,0.25
shoulder bone spurs impingement distal clavicular osteolysis paralabral cyst,9002,Musculoskeletal - Shoulder,0.74
tmj bruxism locking,8967,Dental and Oral,0.52
sleep apnea cpap study date common wealth sleep center,9012,Respiratory,0.93
visual impairment including blurry vision blindness double vision light sensitivity dry eyes halos myopia,8974,Eye (Vision),1.0
tinnitus acoustic trauma mos related,3140,Hearing Loss,0.39
traumatic brain injury tbi loc cognitive communication disorder,9020,Traumatic Brain Injury,0.94
ptsd combat non combat related anxiety depression nightmare disorder panic disorder,8989,Mental Disorders,0.5
mental health include depression anxiety sleep disturbances,8989,Mental Disorders,0.96
anxiety induced insomia,8989,Mental Disorders,0.71
depressive disorder recurrent episode anxious distress claimed adjustment disorder,8989,Mental Disorders,0.97
vertigo,8969,Ear Disease and Other Sense Organs,0.83
irritable bowel syndrome diarrhea ibs,8968,Digestive,1.0
alcoholism result depression anxiety,8989,Mental Disorders,0.98
irritable bowel syndrome ibs abdominal,8968,Digestive,1.0
generalized anxiety disorder depressive disorder claimed insomnia anxiety depression social adjustment disorder anger issues,8989,Mental Disorders,1.0
leg nontraumatic exertional compartment syndrome fascial defect knee strain painful motion,8997,Musculoskeletal - Knee,0.63
insomnia,8989,Mental Disorders,0.95
leg nontraumatic exertional compartment syndrome knee strain limitation extension,8997,Musculoskeletal - Knee,0.9
vertigo,8969,Ear Disease and Other Sense Organs,0.83
nerve damage lower extremities,9006,Neurological - Cranial/Peripheral Nerves,0.7
hip tendinopathy tendinitis limitation extension,8996,Musculoskeletal - Hip,0.97
hip tendinopathy tendinitis impairment thigh,8996,Musculoskeletal - Hip,0.99
radiculopathy lower extremities sciatic,9006,Neurological - Cranial/Peripheral Nerves,0.76
radiculopathy lower extremities sciatic,9006,Neurological - Cranial/Peripheral Nerves,0.76
tension headaches,9007,Neurological other System,0.49
particulate matter exposure,9012,Respiratory,0.35
urinary incontinence claimed bladder,8975,Genitourinary,0.96
fatigue syndrome cfs fibromyalgia,9007,Neurological other System,0.52
carpal tunnel,9006,Neurological - Cranial/Peripheral Nerves,0.67
hiatal hernia iheartburn chest,8968,Digestive,0.62
muscle tension,9005,Musculoskeletal and Muscle Injuries,0.29
spondylolisthesis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.38
sciatica lumbar radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.6
insomia,8989,Mental Disorders,0.1
vertigo menieres disease,8969,Ear Disease and Other Sense Organs,0.79
individual unemployability iu,8989,Mental Disorders,0.18
rated percent ptsd eligible individual unemployability iu,8989,Mental Disorders,0.2
earlier effective date posttraumatic stress disorder rated,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.25
individual unemployability iu decision date december,8989,Mental Disorders,0.13
posttraumatic stress disorder,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.44
peripheral neuropathy sciatic nerve involvement lower extremity,9006,Neurological - Cranial/Peripheral Nerves,0.8
peripheral neuropathy sciatic nerve involvement lower extremity,9006,Neurological - Cranial/Peripheral Nerves,0.8
lumbar disc herniation l s intervertebral disc syndrome radiculopathy,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.92
migraine headaches,9007,Neurological other System,0.71
posttraumatic stress disorder ptsd,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.66
numbness hand weakness,9006,Neurological - Cranial/Peripheral Nerves,0.63
mental health,8989,Mental Disorders,0.93
burn pit exposure,9012,Respiratory,0.65
hearing loss tinnitus,3140,Hearing Loss,1.0
neck nerve issue,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.48
adhd,8989,Mental Disorders,0.9
pact act related disability,9012,Respiratory,0.39
bruxism,8967,Dental and Oral,0.55
post traumatic stress disorder ptsd other specified depressive disorder alcohol disorder cannabis disorder,8989,Mental Disorders,0.65
sleep apnea cpap treatment,9012,Respiratory,0.9
sleep apnea cpap treatment,9012,Respiratory,0.9
sleep apnea cpap treatment,9012,Respiratory,0.9
alcohol abuse addiction,8989,Mental Disorders,0.9
social anxiety,8989,Mental Disorders,0.95
adhd,8989,Mental Disorders,0.9
abdominal,8968,Digestive,0.83
heart pounding anxiety heat related chest,8979,Heart/Veins/Arteries,0.9
panic attacks,8989,Mental Disorders,0.92
anxiety related tremors,8989,Mental Disorders,0.97
stuttering,8989,Mental Disorders,0.1
shortness breath,9012,Respiratory,0.99
recurring lightheadness dizziness especially heat,9007,Neurological other System,0.23
recurring nausea,8968,Digestive,0.5
pelvic,8996,Musculoskeletal - Hip,0.36
hand numbness,9006,Neurological - Cranial/Peripheral Nerves,0.45
trouble sleeping,8989,Mental Disorders,0.8
recurring stomach,8968,Digestive,0.68
lazy eye,8974,Eye (Vision),1.0
dry eyes,8974,Eye (Vision),0.4
eye floaters,8974,Eye (Vision),1.0
recurrent cloudy eyes,8989,Mental Disorders,0.12
constant congestion,9012,Respiratory,0.62
ankle cracking,8991,Musculoskeletal - Ankle,1.0
neck stiffness,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.85
elbow stiffness,8993,Musculoskeletal - Elbow,0.82
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
tbi residuals now rated,9020,Traumatic Brain Injury,0.49
post traumatic stress disorder paranoid schizophrenia traumatic brain injury,8989,Mental Disorders,0.88
carpal tunnel syndrome status post carpal tunnel surgery hand,9006,Neurological - Cranial/Peripheral Nerves,0.45
military sexual trauma,8989,Mental Disorders,0.46
lower extremity radiculopathy femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
lower extremity radiculopathy femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
lower extremity radiculopathy sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.83
lower extremity radiculopathy sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.83
bruxism,8967,Dental and Oral,0.55
knee extension,8997,Musculoskeletal - Knee,0.99
knee limitation rotation,8997,Musculoskeletal - Knee,0.91
knee limitation flexion,8997,Musculoskeletal - Knee,0.99
knee extension,8997,Musculoskeletal - Knee,0.99
knee limitation rotation,8997,Musculoskeletal - Knee,0.91
knee limitation flexion,8997,Musculoskeletal - Knee,0.99
patellofemoral syndrome knee,8997,Musculoskeletal - Knee,1.0
patellofemoral syndrome knee,8997,Musculoskeletal - Knee,1.0
diabetes mellitus type ii erectile dysfunction,8973,Endocrine,0.95
difficulty breathing exercising,9012,Respiratory,0.96
epilepsy unspecified,9007,Neurological other System,0.85
sleep myoclonus,8989,Mental Disorders,0.6
depressive disorder insomnia disorder alcohol disorder status post concussion without loss consciousness,8989,Mental Disorders,0.93
back strain,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.97
urinary frequency,8975,Genitourinary,0.88
allergic conjunctivitis,8974,Eye (Vision),0.72
muscle spasms,9005,Musculoskeletal and Muscle Injuries,0.6
herniated disk,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.61
distal coccyx,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.1
lumbosacral spine,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.95
lumbar radiculopathy,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.64
insomnia,8989,Mental Disorders,0.95
preglaucoma,8989,Mental Disorders,0.1
myofascial syndrome lower back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.82
obstructive sleep apnea,9012,Respiratory,0.99
scar abdomen,9013,Scars (Extremities and Trunk),0.95
ant bites,8989,Mental Disorders,0.1
hand burn,8995,Musculoskeletal - Hand,0.38
hand th digit,8995,Musculoskeletal - Hand,0.83
hand finger injury,8995,Musculoskeletal - Hand,0.99
breast fiborcystic,8978,Gynecological,0.67
generalized anxiety disorder previously rated anxiety disorder not otherwise specified,8989,Mental Disorders,0.92
blind eye secondary,8974,Eye (Vision),0.98
neck degenerative arthritis,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.82
lower extremity radiculopathy sciatic,9006,Neurological - Cranial/Peripheral Nerves,0.68
lumbar spine strain degenerative arthritis intervertebral disc syndrome,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
glaucoma eye,8974,Eye (Vision),1.0
posttraumatic mixed type headaches,8973,Endocrine,0.19
hair loss,9016,Skin,0.77
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
posttraumatic stress syndrome ptsd,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.74
patella tendonitis knee,8997,Musculoskeletal - Knee,1.0
patella tendonitis knee,8997,Musculoskeletal - Knee,1.0
hashimoto astigmatism sinitus rhinitis,8974,Eye (Vision),0.61
joint mopbility issues knees hips lower back ankles,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.95
asthema respiratory conditions,9012,Respiratory,1.0
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
sleep insomnia,8989,Mental Disorders,0.96
lumbar degenerative arthritis spondylolisthesis sacroiliitis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.97
upper respiratory infection,9012,Respiratory,0.98
vision impairment myopia,8974,Eye (Vision),0.99
pubic lesions,8989,Mental Disorders,0.09
covid,9012,Respiratory,0.41
buttocks abscess,8968,Digestive,0.13
